#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
group_12312_+1_1_1956 -          Glyco_tran_WbsX      PF14307.9   8.2e-121  403.7   0.2    1e-120  403.4   0.2   1.1   1   0   0   1   1   1   1 -
group_17174_+1_1_1140 -          Glyco_tran_WbsX      PF14307.9       0.11   12.0   0.0      0.24   10.8   0.0   1.9   1   1   0   1   1   1   0 -
group_23809_+1_1_936 -          Glyco_tran_WecG      PF03808.16      0.08   12.9   0.0      0.26   11.2   0.0   1.9   1   1   1   2   2   2   0 -
group_21017_+1_1_930 -          Glyco_tran_WecG      PF03808.16      0.13   12.2   0.0      0.22   11.4   0.0   1.4   1   0   0   1   1   1   0 -
group_10695_+1_1_801    -          Glyoxalase           PF00903.28     2e-16   60.3   0.1   3.2e-16   59.6   0.1   1.4   1   0   0   1   1   1   1 -
group_24586_+1_1_843    -          Glyoxalase           PF00903.28   1.8e-15   57.2   0.0   1.1e-07   32.1   0.0   2.1   2   0   0   2   2   2   2 -
group_12959_+1_1_564    -          Glyoxalase           PF00903.28   1.3e-12   48.0   0.0   1.7e-12   47.6   0.0   1.1   1   0   0   1   1   1   1 -
group_5720_+1_1_411     -          Glyoxalase           PF00903.28   1.4e-11   44.6   0.0   1.9e-11   44.3   0.0   1.1   1   0   0   1   1   1   1 -
group_17271_+1_1_387    -          Glyoxalase           PF00903.28   4.6e-10   39.8   0.1   1.8e-08   34.6   0.1   2.0   1   1   0   1   1   1   1 -
group_25819_+1_1_393    -          Glyoxalase           PF00903.28   2.6e-09   37.3   0.2   4.4e-09   36.6   0.2   1.3   1   1   0   1   1   1   1 -
group_17269_+1_1_399    -          Glyoxalase           PF00903.28   7.5e-09   35.8   0.1   9.8e-09   35.5   0.1   1.2   1   0   0   1   1   1   1 -
group_17907_+1_1_375    -          Glyoxalase           PF00903.28   8.3e-09   35.7   0.0   1.1e-08   35.3   0.0   1.2   1   0   0   1   1   1   1 -
group_3742_+1_1_375     -          Glyoxalase           PF00903.28   1.8e-08   34.6   0.0     9e-08   32.3   0.0   1.8   1   1   0   1   1   1   1 -
group_24278_+1_1_573    -          Glyoxalase           PF00903.28   5.8e-07   29.7   0.0   1.5e-06   28.4   0.0   1.7   1   1   0   1   1   1   1 -
group_10856_+1_1_366    -          Glyoxalase           PF00903.28   1.6e-06   28.3   0.0     3e-06   27.4   0.0   1.4   1   1   0   1   1   1   1 -
group_8041_+1_1_843     -          Glyoxalase           PF00903.28   3.5e-06   27.2   0.0    0.0011   19.1   0.1   2.6   2   1   0   2   2   2   1 -
group_24082_+1_1_456    -          Glyoxalase           PF00903.28   6.2e-06   26.4   0.0   9.3e-06   25.8   0.0   1.3   1   1   0   1   1   1   1 -
group_14963_+1_1_351    -          Glyoxalase           PF00903.28   7.2e-06   26.2   0.0   1.4e-05   25.3   0.0   1.5   1   1   0   1   1   1   1 -
group_26151_+1_121_456  -          Glyoxalase           PF00903.28   4.6e-05   23.6   0.0   7.7e-05   22.9   0.0   1.5   1   1   0   1   1   1   1 -
group_19692_+1_1_300    -          Glyoxalase           PF00903.28   7.2e-05   23.0   0.1   8.7e-05   22.7   0.1   1.2   1   0   0   1   1   1   1 -
group_21019_+1_1_432    -          Glyoxalase           PF00903.28   0.00023   21.3   0.0   0.00088   19.4   0.0   1.8   1   1   0   1   1   1   1 -
group_24322_+1_1_417    -          Glyoxalase           PF00903.28   0.00034   20.8   0.0   0.00042   20.5   0.0   1.1   1   0   0   1   1   1   1 -
group_13381_+1_1_435    -          Glyoxalase           PF00903.28   0.00049   20.3   0.0   0.00094   19.3   0.0   1.4   1   1   0   1   1   1   1 -
group_9370_+1_1_384     -          Glyoxalase           PF00903.28   0.00063   19.9   0.0    0.0053   16.9   0.0   2.0   1   1   0   1   1   1   1 -
group_23046_+1_1_399    -          Glyoxalase           PF00903.28   0.00067   19.8   0.0   0.00091   19.4   0.0   1.2   1   0   0   1   1   1   1 -
group_8179_+1_1_873     -          Glyoxalase           PF00903.28     0.005   17.0   0.1      0.16   12.2   0.1   2.6   1   1   0   1   1   1   1 -
group_14949_+1_1_321    -          Glyoxalase           PF00903.28     0.016   15.4   0.0      0.02   15.1   0.0   1.1   1   0   0   1   1   1   0 -
group_18031_+1_1_900    -          Glyoxalase           PF00903.28     0.059   13.5   0.5      0.16   12.1   0.5   2.1   1   1   0   1   1   1   0 -
group_4575_minus1_1_633 -          Glyoxalase           PF00903.28     0.079   13.1   1.1      0.12   12.6   1.1   1.3   1   0   0   1   1   1   0 -
group_3007_+1_1_867     -          Glyoxalase           PF00903.28       0.1   12.7   0.0      0.41   10.8   0.0   2.2   1   1   0   1   1   1   0 -
group_17907_+1_1_375 -          Glyoxalase_2         PF12681.10   2.5e-08   33.8   0.0   3.1e-08   33.5   0.0   1.1   1   0   0   1   1   1   1 -
group_14963_+1_1_351 -          Glyoxalase_2         PF12681.10   1.6e-07   31.2   0.0   4.8e-07   29.7   0.0   1.7   1   1   0   1   1   1   1 -
group_19692_+1_1_300 -          Glyoxalase_2         PF12681.10   2.1e-06   27.6   0.0   2.6e-06   27.4   0.0   1.2   1   0   0   1   1   1   1 -
group_25819_+1_1_393 -          Glyoxalase_2         PF12681.10   5.6e-06   26.3   0.0   9.6e-06   25.5   0.0   1.3   1   1   0   1   1   1   1 -
group_5720_+1_1_411  -          Glyoxalase_2         PF12681.10   0.00019   21.3   0.0   0.00093   19.1   0.0   1.8   1   1   0   1   1   1   1 -
group_24082_+1_1_456 -          Glyoxalase_2         PF12681.10     0.053   13.4   0.0      0.12   12.2   0.0   1.5   1   1   0   1   1   1   0 -
group_8179_+1_1_873  -          Glyoxalase_3         PF13468.9    2.2e-39  135.4   3.8   3.8e-37  128.1   1.5   2.0   2   0   0   2   2   2   2 -
group_18031_+1_1_900 -          Glyoxalase_3         PF13468.9    1.1e-37  129.8   4.0   1.4e-37  129.5   2.4   1.8   2   0   0   2   2   2   1 -
group_3007_+1_1_867  -          Glyoxalase_3         PF13468.9    7.1e-37  127.2   4.2   1.1e-35  123.3   2.2   2.0   2   0   0   2   2   2   1 -
group_6954_+1_1_864  -          Glyoxalase_3         PF13468.9    3.8e-34  118.3   0.4   1.3e-31  110.1   0.0   2.1   2   0   0   2   2   2   2 -
group_25119_+1_1_888 -          Glyoxalase_3         PF13468.9    1.6e-33  116.3   0.1   2.3e-33  115.8   0.1   1.2   1   0   0   1   1   1   1 -
group_5376_+1_43_855 -          Glyoxalase_3         PF13468.9    1.6e-32  113.1   0.6   2.7e-30  105.8   0.1   2.1   2   0   0   2   2   2   2 -
group_24586_+1_1_843 -          Glyoxalase_3         PF13468.9    2.4e-20   73.4   5.1   4.5e-17   62.7   0.5   2.6   1   1   1   2   2   2   2 -
group_10695_+1_1_801 -          Glyoxalase_3         PF13468.9      0.018   15.1   0.0     0.053   13.6   0.0   1.8   1   1   0   1   1   1   0 -
group_24278_+1_1_573 -          Glyoxalase_3         PF13468.9      0.063   13.4   0.0      0.14   12.3   0.0   1.6   1   1   0   1   1   1   0 -
group_24586_+1_1_843    -          Glyoxalase_4         PF13669.9    8.2e-15   55.0   0.1   1.6e-06   28.4   0.0   2.2   2   0   0   2   2   2   2 -
group_10695_+1_1_801    -          Glyoxalase_4         PF13669.9    7.8e-09   35.8   0.0   1.6e-08   34.8   0.0   1.5   1   0   0   1   1   1   1 -
group_26151_+1_121_456  -          Glyoxalase_4         PF13669.9      2e-07   31.3   0.0     6e-07   29.7   0.0   1.7   1   1   1   2   2   2   1 -
group_5376_+1_43_855    -          Glyoxalase_4         PF13669.9    1.1e-06   28.9   0.0     5e-06   26.8   0.0   1.9   2   0   0   2   2   2   1 -
group_25119_+1_1_888    -          Glyoxalase_4         PF13669.9    2.3e-06   27.8   0.0   0.00013   22.2   0.0   2.6   2   1   0   2   2   2   1 -
group_24278_+1_1_573    -          Glyoxalase_4         PF13669.9    1.7e-05   25.1   0.0   2.2e-05   24.7   0.0   1.2   1   0   0   1   1   1   1 -
group_8179_+1_1_873     -          Glyoxalase_4         PF13669.9    2.8e-05   24.4   0.6      0.31   11.4   0.1   2.5   2   1   0   2   2   2   2 -
group_333_+1_1_918      -          Glyoxalase_4         PF13669.9    3.8e-05   23.9   0.0      0.15   12.4   0.0   3.2   3   0   0   3   3   3   2 -
group_18031_+1_1_900    -          Glyoxalase_4         PF13669.9     0.0011   19.3   0.1    0.0051   17.1   0.1   2.1   1   1   1   2   2   2   1 -
group_334_+1_76_909     -          Glyoxalase_4         PF13669.9     0.0017   18.6   0.0       3.4    8.0   0.0   2.8   2   1   0   2   2   2   2 -
group_3007_+1_1_867     -          Glyoxalase_4         PF13669.9     0.0027   18.0   0.4     0.012   15.9   0.1   2.2   2   1   0   2   2   2   1 -
group_5720_+1_1_411     -          Glyoxalase_4         PF13669.9      0.013   15.7   0.0     0.021   15.1   0.0   1.4   1   1   0   1   1   1   0 -
group_25819_+1_1_393    -          Glyoxalase_4         PF13669.9      0.051   13.9   0.2       1.3    9.4   0.2   2.1   1   1   0   1   1   1   0 -
group_12959_+1_1_564    -          Glyoxalase_4         PF13669.9      0.065   13.5   0.0      0.13   12.6   0.0   1.7   1   1   0   1   1   1   0 -
group_6947_minus1_1_432 -          Glyoxalase_4         PF13669.9      0.065   13.5   0.0      0.16   12.3   0.0   1.6   1   1   0   1   1   1   0 -
group_3742_+1_1_375     -          Glyoxalase_4         PF13669.9       0.16   12.3   0.0      0.22   11.8   0.0   1.5   1   1   0   1   1   1   0 -
group_21019_+1_1_432 -          Glyoxalase_6         PF18029.4    1.2e-08   35.6   0.0   1.4e-08   35.3   0.0   1.2   1   0   0   1   1   1   1 -
group_17907_+1_1_375 -          Glyoxalase_6         PF18029.4    1.9e-07   31.7   0.0   2.4e-07   31.4   0.0   1.1   1   0   0   1   1   1   1 -
group_10695_+1_1_801 -          Glyoxalase_6         PF18029.4    3.2e-06   27.8   0.0   6.3e-06   26.9   0.0   1.5   1   0   0   1   1   1   1 -
group_5720_+1_1_411  -          Glyoxalase_6         PF18029.4    4.3e-06   27.4   0.1   5.4e-06   27.1   0.1   1.1   1   0   0   1   1   1   1 -
group_10856_+1_1_366 -          Glyoxalase_6         PF18029.4    4.4e-06   27.3   0.1   5.3e-06   27.1   0.1   1.1   1   0   0   1   1   1   1 -
group_13381_+1_1_435 -          Glyoxalase_6         PF18029.4    1.4e-05   25.8   0.1     2e-05   25.3   0.1   1.3   1   0   0   1   1   1   1 -
group_24082_+1_1_456 -          Glyoxalase_6         PF18029.4    1.7e-05   25.4   0.0   4.2e-05   24.2   0.0   1.6   1   1   0   1   1   1   1 -
group_17269_+1_1_399 -          Glyoxalase_6         PF18029.4    4.3e-05   24.2   0.1   5.3e-05   23.9   0.1   1.1   1   0   0   1   1   1   1 -
group_3742_+1_1_375  -          Glyoxalase_6         PF18029.4    9.5e-05   23.1   0.0   0.00023   21.8   0.0   1.6   1   1   0   1   1   1   1 -
group_24278_+1_1_573 -          Glyoxalase_6         PF18029.4    0.00015   22.4   0.0   0.00036   21.2   0.0   1.6   1   1   0   1   1   1   1 -
group_25819_+1_1_393 -          Glyoxalase_6         PF18029.4    0.00035   21.2   0.0   0.00048   20.8   0.0   1.1   1   0   0   1   1   1   1 -
group_17271_+1_1_387 -          Glyoxalase_6         PF18029.4      0.001   19.8   0.1    0.0029   18.3   0.1   1.6   1   1   0   1   1   1   1 -
group_14963_+1_1_351 -          Glyoxalase_6         PF18029.4     0.0032   18.2   0.0    0.0069   17.1   0.0   1.5   1   1   0   1   1   1   1 -
group_14949_+1_1_321 -          Glyoxalase_6         PF18029.4     0.0065   17.2   0.0    0.0098   16.6   0.0   1.3   1   0   0   1   1   1   1 -
group_24586_+1_1_843 -          Glyoxalase_6         PF18029.4      0.022   15.5   0.9     0.043   14.5   0.2   1.8   2   1   0   2   2   2   0 -
group_9370_+1_1_384  -          Glyoxalase_7         PF19581.2    3.3e-46  156.5   0.0     4e-46  156.2   0.0   1.0   1   0   0   1   1   1   1 -
group_25819_+1_1_393 -          Glyoxalase_7         PF19581.2     0.0021   18.0   0.1    0.0026   17.7   0.1   1.1   1   0   0   1   1   1   1 -
group_10695_+1_1_801 -          Glyoxalase_7         PF19581.2      0.018   15.0   0.0     0.032   14.2   0.0   1.3   1   0   0   1   1   1   0 -
group_14212_+1_1_831 -          Glyoxalase_8         PF20066.2    5.3e-13   49.2   0.1   1.1e-12   48.2   0.0   1.7   2   0   0   2   2   2   1 -
group_4171_+1_1_804  -          Glyoxalase_8         PF20066.2    2.6e-09   37.3   0.6   4.6e-09   36.4   0.0   1.7   2   0   0   2   2   2   1 -
group_7340_+1_1_543  -          Glyoxalase_8         PF20066.2       0.07   13.1   0.0      0.11   12.4   0.0   1.3   1   0   0   1   1   1   0 -
group_7905_+1_1_708  -          Glyoxalase_8         PF20066.2       0.13   12.3   0.0      0.25   11.4   0.0   1.4   1   0   0   1   1   1   0 -
group_25130_+1_1_402 -          Gly_acyl_tr_C        PF08444.13     0.067   13.4   0.0       0.1   12.8   0.0   1.3   1   0   0   1   1   1   0 -
group_15672_+1_1_780   -          Gly_transf_sug       PF04488.18   5.8e-13   49.3   0.0   8.8e-13   48.7   0.0   1.3   1   0   0   1   1   1   1 -
group_19256_+1_1_1707  -          Gly_transf_sug       PF04488.18   1.6e-08   35.0   0.0   4.8e-08   33.5   0.0   1.9   1   0   0   1   1   1   1 -
group_19258_+1_37_1692 -          Gly_transf_sug       PF04488.18   1.8e-05   25.2   0.0   3.7e-05   24.2   0.0   1.5   1   0   0   1   1   1   1 -
group_5029_+1_1_627  -          Gly_transporter      PF03458.16     1e-44  150.2  26.4   5.1e-24   83.9   7.6   2.2   2   0   0   2   2   2   2 -
group_7586_+1_1_651  -          Gly_transporter      PF03458.16   4.1e-41  138.7  27.9   4.8e-21   74.4  11.3   2.3   2   0   0   2   2   2   2 -
group_7039_+1_1_1209 -          GMC_oxred_C          PF05199.16      0.15   12.5   1.1        17    5.9   0.3   2.4   2   1   0   2   2   2   0 -
group_22147_minus1_88_504  -          GMC_oxred_N          PF00732.22   2.2e-44  152.0   0.1   2.4e-44  151.8   0.1   1.0   1   0   0   1   1   1   1 -
group_18942_minus1_103_831 -          GMC_oxred_N          PF00732.22   1.7e-38  132.6   0.0   2.1e-38  132.4   0.0   1.1   1   0   0   1   1   1   1 -
group_15326_+1_1_696 -          GNAT_C               PF18164.4      0.084   12.6   0.0      0.14   11.9   0.0   1.4   1   0   0   1   1   1   0 -
group_15852_+1_1_978 -          GNT-I                PF03071.18   4.8e-15   55.2   0.8   9.1e-15   54.3   0.7   1.3   1   1   0   1   1   1   1 -
group_9868_+1_1_1395    -          GntP_permease        PF02447.19   7.3e-08   31.5  10.1   7.3e-08   31.5  10.1   1.6   1   1   0   1   1   1   1 -
group_15079_+1_163_1434 -          GntP_permease        PF02447.19    0.0029   16.3  32.5     0.021   13.5  32.5   2.0   1   1   0   1   1   1   1 -
group_4502_minus1_1_207 -          GntP_permease        PF02447.19      0.12   11.0   0.0      0.12   11.0   0.0   1.0   1   0   0   1   1   1   0 -
group_17070_+1_1_702   -          GntR                 PF00392.24   1.4e-18   66.3   0.7     3e-18   65.2   0.7   1.6   1   0   0   1   1   1   1 -
group_24013_+1_1_675   -          GntR                 PF00392.24   1.4e-18   66.3   0.1   2.7e-18   65.4   0.1   1.5   1   0   0   1   1   1   1 -
rspR_2_+1_1_699        -          GntR                 PF00392.24   5.5e-17   61.2   1.8   5.4e-16   58.0   0.3   2.6   2   1   0   2   2   2   1 -
group_9313_+1_1_678    -          GntR                 PF00392.24   1.6e-16   59.6   0.0   3.8e-16   58.4   0.0   1.7   1   0   0   1   1   1   1 -
group_4262_+1_25_795   -          GntR                 PF00392.24   1.3e-15   56.8   3.3   1.3e-15   56.7   1.2   2.1   2   0   0   2   2   2   1 -
rspR_+1_1_696          -          GntR                 PF00392.24     2e-15   56.2   0.8   4.1e-15   55.1   0.8   1.6   1   0   0   1   1   1   1 -
mngR_+1_31_735         -          GntR                 PF00392.24   2.8e-15   55.7   0.0   5.3e-15   54.8   0.0   1.5   1   0   0   1   1   1   1 -
group_17104_+1_1_807   -          GntR                 PF00392.24   3.4e-15   55.4   0.0   5.6e-15   54.7   0.0   1.4   1   0   0   1   1   1   1 -
group_11496_+1_1_765   -          GntR                 PF00392.24   5.6e-15   54.7   0.0     1e-14   53.9   0.0   1.5   1   0   0   1   1   1   1 -
group_7804_+1_1_774    -          GntR                 PF00392.24   9.1e-15   54.0   0.1   1.8e-14   53.1   0.1   1.6   1   0   0   1   1   1   1 -
group_2050_+1_1_693    -          GntR                 PF00392.24     6e-13   48.2   0.0   1.5e-12   46.9   0.0   1.8   1   0   0   1   1   1   1 -
group_21024_+1_1_675   -          GntR                 PF00392.24   1.7e-12   46.8   0.1   4.2e-12   45.5   0.1   1.7   1   0   0   1   1   1   1 -
group_12085_+1_91_696  -          GntR                 PF00392.24   2.7e-12   46.1   0.2   5.7e-12   45.1   0.2   1.6   1   0   0   1   1   1   1 -
group_24741_+1_1_702   -          GntR                 PF00392.24   0.00018   21.0   0.2   0.00039   20.0   0.2   1.6   1   0   0   1   1   1   1 -
group_7426_+1_1_735    -          GntR                 PF00392.24   0.00037   20.1   0.7    0.0011   18.5   0.1   2.0   2   0   0   2   2   2   1 -
group_17162_+1_1_717   -          GntR                 PF00392.24   0.00056   19.5   2.9    0.0013   18.3   0.7   2.3   1   1   1   2   2   2   1 -
group_7399_+1_1_771    -          GntR                 PF00392.24   0.00065   19.3   0.1    0.0014   18.2   0.1   1.5   1   0   0   1   1   1   1 -
group_18700_+1_82_444  -          GntR                 PF00392.24    0.0022   17.6   0.1    0.0041   16.7   0.1   1.5   1   1   0   1   1   1   1 -
group_18525_+1_1_471   -          GntR                 PF00392.24    0.0025   17.4   0.2    0.0095   15.5   0.0   2.0   2   0   0   2   2   2   1 -
group_3709_+1_91_786   -          GntR                 PF00392.24    0.0025   17.4   0.3    0.0068   16.0   0.3   1.8   1   1   0   1   1   1   1 -
group_23075_+1_142_888 -          GntR                 PF00392.24    0.0025   17.4   0.0    0.0051   16.4   0.0   1.5   1   0   0   1   1   1   1 -
group_21672_+1_70_915  -          GntR                 PF00392.24    0.0032   17.1   0.1    0.0065   16.1   0.1   1.5   1   0   0   1   1   1   1 -
group_11174_+1_1_777   -          GntR                 PF00392.24    0.0035   16.9   0.1    0.0074   15.9   0.1   1.5   1   0   0   1   1   1   1 -
group_25417_+1_1_654   -          GntR                 PF00392.24    0.0095   15.5   0.2    0.0095   15.5   0.2   1.8   2   0   0   2   2   2   1 -
group_5014_+1_1_1488   -          GntR                 PF00392.24     0.011   15.3   0.1      0.03   14.0   0.1   1.7   1   0   0   1   1   1   0 -
group_5008_+1_1_1497   -          GntR                 PF00392.24     0.012   15.2   0.1     0.028   14.0   0.1   1.6   1   0   0   1   1   1   0 -
group_5009_+1_1_1497   -          GntR                 PF00392.24     0.013   15.1   0.1     0.029   14.0   0.1   1.5   1   0   0   1   1   1   0 -
group_14876_+1_1_726   -          GntR                 PF00392.24     0.013   15.1   0.1     0.047   13.3   0.1   1.9   2   0   0   2   2   1   0 -
group_7751_+1_1_525    -          GntR                 PF00392.24     0.017   14.7   0.1     0.057   13.1   0.0   1.8   2   0   0   2   2   2   0 -
group_21482_+1_1_645   -          GntR                 PF00392.24     0.022   14.4   0.2     0.041   13.5   0.2   1.4   1   0   0   1   1   1   0 -
group_24359_+1_1_699   -          GntR                 PF00392.24     0.023   14.3   0.3     0.062   12.9   0.1   1.7   2   0   0   2   2   1   0 -
group_26228_+1_1_639   -          GntR                 PF00392.24     0.033   13.8   0.0     0.069   12.8   0.0   1.5   1   0   0   1   1   1   0 -
group_17033_+1_1_432   -          GntR                 PF00392.24     0.038   13.6   0.3      0.48   10.1   0.3   2.2   1   1   1   2   2   2   0 -
group_22508_+1_1_678   -          GntR                 PF00392.24     0.041   13.5   0.1     0.088   12.5   0.1   1.5   1   0   0   1   1   1   0 -
group_13322_+1_1_1728  -          GntR                 PF00392.24     0.045   13.4   0.9       6.6    6.4   0.0   3.5   3   0   0   3   3   3   0 -
group_7899_+1_1_627    -          GntR                 PF00392.24     0.049   13.3   0.2      0.17   11.5   0.1   1.9   2   0   0   2   2   2   0 -
group_16180_+1_1_795   -          GntR                 PF00392.24     0.055   13.1   0.5      0.15   11.7   0.5   1.8   1   0   0   1   1   1   0 -
group_6275_+1_1_741    -          GntR                 PF00392.24     0.062   12.9   0.1      0.11   12.1   0.1   1.4   1   0   0   1   1   1   0 -
group_19887_+1_1_579   -          GntR                 PF00392.24     0.062   12.9   0.3      0.25   11.0   0.0   2.2   3   0   0   3   3   1   0 -
bigR_2_+1_1_414        -          GntR                 PF00392.24     0.066   12.9   1.9      0.12   12.0   1.9   1.4   1   0   0   1   1   1   0 -
group_19517_+1_1_771   -          GntR                 PF00392.24     0.072   12.7   0.1      0.24   11.1   0.1   1.9   1   1   0   1   1   1   0 -
group_25263_+1_1_1125  -          GntR                 PF00392.24     0.081   12.6   0.1      0.22   11.2   0.1   1.7   1   0   0   1   1   1   0 -
group_26150_+1_1_726   -          GntR                 PF00392.24     0.092   12.4   0.2       0.2   11.3   0.2   1.6   1   0   0   1   1   1   0 -
group_10167_+1_1_711   -          GntR                 PF00392.24      0.15   11.7   1.9      0.15   11.7   0.1   2.0   2   0   0   2   2   2   0 -
group_25713_+1_1_1389    -          GNVR                 PF13807.9    1.7e-11   43.9   0.0   3.5e-11   42.8   0.0   1.5   1   0   0   1   1   1   1 -
group_22805_+1_1_1317    -          GNVR                 PF13807.9      1e-09   38.2   3.6   1.3e-09   37.8   0.0   2.6   3   0   0   3   3   2   1 -
group_16684_+1_1_2256    -          GNVR                 PF13807.9    1.2e-09   38.0   0.2   5.4e-09   35.8   0.0   2.3   2   0   0   2   2   1   1 -
group_12178_+1_1_2244    -          GNVR                 PF13807.9    1.6e-08   34.3   0.3     5e-08   32.8   0.1   2.0   2   0   0   2   2   1   1 -
group_25834_+1_1_2316    -          GNVR                 PF13807.9    8.8e-08   32.0   0.0   3.6e-06   26.8   0.0   3.1   3   0   0   3   3   3   1 -
group_24191_+1_1_2301    -          GNVR                 PF13807.9    1.3e-07   31.4   0.0   3.6e-07   30.0   0.0   1.7   1   0   0   1   1   1   1 -
group_11828_+1_1_2358    -          GNVR                 PF13807.9    1.5e-07   31.2   0.0   3.5e-07   30.0   0.0   1.6   1   0   0   1   1   1   1 -
group_10419_+1_1_2151    -          GNVR                 PF13807.9    4.3e-07   29.8   0.5   4.3e-07   29.8   0.5   2.2   2   0   0   2   2   2   1 -
group_13476_+1_1_2292    -          GNVR                 PF13807.9    4.6e-07   29.7   0.1   2.6e-06   27.3   0.0   2.3   2   0   0   2   2   2   1 -
group_10640_+1_1_1413    -          GNVR                 PF13807.9    1.2e-06   28.4   0.1   3.8e-06   26.7   0.1   1.9   1   0   0   1   1   1   1 -
group_5235_+1_1_2154     -          GNVR                 PF13807.9    2.9e-06   27.1   1.7   6.7e-06   25.9   0.3   2.3   2   0   0   2   2   2   1 -
group_12476_+1_1_2289    -          GNVR                 PF13807.9    1.8e-05   24.6   0.0   5.5e-05   23.0   0.0   1.8   1   0   0   1   1   1   1 -
group_15709_+1_1_2220    -          GNVR                 PF13807.9    2.7e-05   24.0   0.1   9.9e-05   22.2   0.1   2.1   1   0   0   1   1   1   1 -
group_1972_+1_1_2304     -          GNVR                 PF13807.9    3.4e-05   23.7   3.2   9.8e-05   22.2   0.1   2.9   3   0   0   3   3   2   1 -
group_7610_+1_1_2346     -          GNVR                 PF13807.9    6.5e-05   22.8   0.0   0.00016   21.6   0.0   1.6   1   0   0   1   1   1   1 -
group_17765_+1_1_1521    -          GNVR                 PF13807.9    0.00069   19.5   0.2    0.0024   17.7   0.0   2.0   2   0   0   2   2   1   1 -
group_11707_+1_43_2229   -          GNVR                 PF13807.9    0.00076   19.3   1.8    0.0017   18.2   0.0   2.4   2   0   0   2   2   2   1 -
group_14558_+1_1_2073    -          GNVR                 PF13807.9     0.0017   18.3   0.0    0.0053   16.6   0.0   1.9   1   0   0   1   1   1   1 -
group_12542_+1_1_1320    -          GNVR                 PF13807.9      0.023   14.6   1.4     0.046   13.6   0.0   2.2   2   0   0   2   2   2   0 -
group_13104_+1_1_1698    -          GNVR                 PF13807.9      0.099   12.6   0.3     0.099   12.6   0.3   2.1   2   0   0   2   2   2   0 -
group_6444_minus1_34_342 -          GNVR                 PF13807.9        2.6    8.0   8.5      0.78    9.7   1.8   2.1   2   0   0   2   2   2   0 -
group_21293_minus1_121_1704 -          GOLGA2L5             PF15070.9        0.3    9.8   8.4      0.47    9.2   0.9   3.0   3   1   0   3   3   3   0 -
group_21336_+1_1_1773      -          Golgin_A5            PF09787.12     0.027   13.9   0.1       5.8    6.2   0.0   3.0   3   0   0   3   3   3   0 -
group_21905_minus1_76_1305 -          Golgin_A5            PF09787.12     0.037   13.5  17.1      0.02   14.4  14.7   1.7   2   0   0   2   2   2   0 -
group_19455_+1_1_591       -          Golgin_A5            PF09787.12      0.35   10.2   8.8      0.68    9.3   8.8   1.5   1   1   0   1   1   1   0 -
group_25718_minus1_1_153 -          GoLoco               PF02188.20       0.2   11.2   2.7      0.35   10.4   2.7   1.4   1   0   0   1   1   1   0 -
group_4101_+1_1_189  -          gp12-short_mid       PF09089.13     0.077   13.1   0.1      0.12   12.6   0.1   1.3   1   1   0   1   1   1   0 -
group_5728_+1_1_1827 -          Gp138_N              PF18352.4      0.017   15.1   0.0        11    6.2   0.0   3.6   3   1   1   4   4   4   0 -
group_24048_+1_1_279 -          GP3                  PF03076.17      0.29   11.1   2.8      0.53   10.3   0.1   2.0   1   1   1   2   2   2   0 -
group_24494_minus1_25_387 -          GP38                 PF05268.14      0.13   11.9   0.1      0.14   11.8   0.1   1.2   1   0   0   1   1   1   0 -
group_16094_+1_1_501 -          GP3_package          PF16677.8    5.9e-30  103.7   0.0   7.3e-30  103.4   0.0   1.1   1   0   0   1   1   1   1 -
group_19698_+1_1_243 -          GP3_package          PF16677.8     0.0022   18.0   0.0    0.0026   17.8   0.0   1.1   1   0   0   1   1   1   1 -
group_15507_+1_1_1350 -          gp45-slide_C         PF09116.13     0.066   13.2   0.0      0.13   12.3   0.0   1.5   1   0   0   1   1   1   0 -
group_22684_+1_1_555 -          GP46                 PF07409.15   1.4e-21   76.4   0.0   1.9e-21   75.9   0.0   1.2   1   0   0   1   1   1   1 -
group_21753_+1_1_552 -          GP46                 PF07409.15   3.8e-21   74.9   0.0   6.1e-21   74.3   0.0   1.3   1   0   0   1   1   1   1 -
group_9823_+1_1_327    -          Gp49                 PF05973.17   9.1e-26   89.8   0.1   1.1e-25   89.6   0.1   1.0   1   0   0   1   1   1   1 -
group_21821_+1_1_390   -          Gp49                 PF05973.17   3.9e-22   78.2   0.0   4.9e-22   77.8   0.0   1.1   1   0   0   1   1   1   1 -
group_18271_+1_1_366   -          Gp49                 PF05973.17   4.4e-21   74.8   0.0   6.2e-21   74.3   0.0   1.2   1   0   0   1   1   1   1 -
group_8862_+1_55_372   -          Gp49                 PF05973.17   2.8e-20   72.2   0.0   3.2e-20   72.0   0.0   1.1   1   0   0   1   1   1   1 -
group_20310_+1_118_480 -          Gp49                 PF05973.17   1.8e-19   69.6   0.0   2.2e-19   69.3   0.0   1.1   1   0   0   1   1   1   1 -
group_24905_+1_1_360   -          Gp49                 PF05973.17   2.7e-19   69.1   0.0   3.2e-19   68.8   0.0   1.1   1   0   0   1   1   1   1 -
